true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
6.46,6.1318537556021315,0.32814624439786844,0,0,1,0,0,0,0,False,False,False,False,True,False
6.27,6.206930267021398,0.06306973297860186,0,0,0,0,0,0,1,False,False,False,True,False,False
5.44,5.237792323175832,0.20220767682416874,0,0,0,0,0,0,1,True,False,False,False,False,False
7.22,7.036532988736495,0.18346701126350506,0,0,0,1,0,0,0,False,False,False,False,True,False
6.23,6.287336164596313,0.057336164596312855,0,1,0,0,0,0,1,False,False,False,False,False,True
5.64,6.23950722627621,0.5995072262762102,1,0,0,0,1,0,0,False,False,False,True,False,False
6.77,6.828101415587435,0.05810141558743531,1,1,0,0,1,0,1,True,False,False,False,False,False
5.97,6.485900092338854,0.5159000923388541,0,0,1,0,1,0,0,False,False,False,True,False,False
7.94,7.396746725770407,0.5432532742295937,0,0,1,0,0,0,0,False,False,False,False,True,False
5.35,5.9094774326194734,0.5594774326194738,0,0,0,0,0,0,1,False,False,False,True,False,False
6.42,6.136333720561558,0.28366627943844236,0,0,0,1,0,0,0,False,False,False,False,True,False
6.77,6.857388907498763,0.08738890749876305,0,0,1,1,0,0,0,False,False,False,False,False,True
5.74,5.411884199823524,0.32811580017647657,0,0,0,0,0,0,1,False,False,False,True,False,False
7.35,7.072308547403007,0.2776914525969927,1,0,1,1,0,0,0,False,False,False,False,False,True
4.89,5.003162966842403,0.11316296684240346,0,0,0,0,0,0,0,False,True,False,False,False,False
5.26,5.811454259638546,0.5514542596385459,1,0,1,0,0,0,0,True,False,False,False,False,False
6.6,6.823775244877998,0.2237752448779986,1,0,1,0,0,0,1,True,False,False,False,False,False
5.75,5.281262516962169,0.468737483037831,0,0,0,0,0,0,1,False,False,False,False,True,False
6.34,6.555364180690952,0.2153641806909521,0,0,0,0,0,0,1,False,False,False,True,False,False
8.45,8.440605561229555,0.009394438770444324,0,0,1,1,0,0,0,False,False,False,False,False,True
7.51,7.055289584032359,0.45471041596764117,0,0,1,0,0,0,0,False,False,False,False,True,False
5.64,6.125852291347609,0.48585229134760954,0,0,1,0,1,0,0,False,False,False,False,True,False
6.02,6.298479579950807,0.2784795799508073,0,0,0,0,0,0,1,False,False,False,True,False,False
7.33,6.412184159573615,0.9178158404263854,0,0,1,0,0,0,1,False,False,False,False,False,True
6.65,6.531194281381859,0.11880571861814104,0,0,1,0,0,0,0,False,False,False,False,False,True
6.32,5.728691588974778,0.5913084110252225,0,0,0,0,0,0,0,False,False,False,False,True,False
7.88,7.567876621487825,0.3121233785121751,1,1,0,0,0,1,0,False,False,False,False,True,False
6.49,6.630674915615344,0.14067491561534418,0,0,0,1,0,0,0,True,False,False,False,False,False
6.21,6.318119892681302,0.10811989268130162,0,0,1,0,0,0,0,False,False,True,False,False,False
6.36,6.705438626530265,0.3454386265302647,0,1,1,1,0,0,1,False,False,False,True,False,False
7.19,7.278429512589664,0.0884295125896637,0,1,1,0,0,0,0,False,False,False,False,False,True
6.8,6.423411779888103,0.37658822011189663,0,0,1,0,0,0,0,False,False,False,False,True,False
5.67,5.879019921939388,0.20901992193938845,1,0,0,0,0,0,0,False,False,False,False,False,True
5.99,4.787097861153466,1.2029021388465342,1,0,1,0,0,0,0,True,False,False,False,False,False
6.58,7.102810150597667,0.5228101505976666,1,1,0,0,0,0,0,False,False,False,False,False,True
5.23,5.634803226945065,0.40480322694506476,0,1,0,0,0,0,0,False,False,False,True,False,False
5.26,5.585942283129266,0.3259422831292662,0,0,0,0,0,0,0,False,True,False,False,False,False
7.43,7.288037141762827,0.14196285823717236,1,1,1,1,0,0,1,False,False,False,False,False,True
6.84,7.132003629081471,0.2920036290814707,1,0,1,0,0,0,1,True,False,False,False,False,False
5.73,5.491539143391171,0.2384608566088291,1,0,1,0,0,0,1,False,False,False,True,False,False
7.55,6.979892255338102,0.5701077446618976,0,0,0,0,0,0,1,False,False,False,True,False,False
6.27,5.914358788550169,0.3556412114498304,0,1,0,0,0,0,1,False,False,False,True,False,False
6.67,6.036571006823465,0.6334289931765351,0,1,0,0,0,0,1,False,False,False,True,False,False
2.67,5.062823026560345,2.392823026560345,0,0,0,0,0,0,0,False,False,True,False,False,False
7.01,7.370701742674494,0.36070174267449406,0,1,0,0,0,0,0,True,False,False,False,False,False
5.65,5.947286614375134,0.2972866143751336,1,0,0,0,1,0,0,False,False,False,True,False,False
6.37,6.286810983181291,0.08318901681870905,0,0,0,0,0,0,1,False,False,False,True,False,False
6.12,6.404816647002429,0.2848166470024287,0,0,0,0,0,0,1,False,False,False,True,False,False
5.67,5.466692148377454,0.2033078516225455,0,0,1,0,0,0,1,False,False,False,False,True,False
4.94,5.675056388177726,0.7350563881777257,0,1,0,0,0,0,0,False,False,False,False,True,False
5.55,5.760754747272664,0.21075474727266386,0,0,0,0,1,0,0,False,False,False,True,False,False
7.56,6.737801845781278,0.8221981542187216,1,1,0,0,1,1,1,False,False,True,False,False,False
6.48,6.448504606368402,0.031495393631598034,1,0,0,0,0,0,0,False,False,False,True,False,False
6.43,6.869606658901778,0.43960665890177797,1,1,0,0,0,0,1,False,False,False,False,False,True
3.84,4.269226809938042,0.42922680993804185,0,0,0,0,0,0,1,False,True,False,False,False,False
6.49,7.031714698315901,0.5417146983159009,1,0,0,0,0,0,0,True,False,False,False,False,False
6.55,6.772087637935848,0.2220876379358483,1,1,1,1,0,0,1,False,False,False,False,False,True
8.75,8.252521305005956,0.49747869499404374,1,1,1,0,0,1,0,True,False,False,False,False,False
5.76,5.654321644759647,0.10567835524035285,0,0,0,0,0,0,1,False,False,False,True,False,False
6.13,5.576922626141438,0.5530773738585619,0,1,0,0,0,0,0,False,False,True,False,False,False
5.14,5.531625813052188,0.3916258130521886,0,0,0,0,0,0,1,False,False,False,True,False,False
6.49,6.49277228995574,0.0027722899557396374,1,0,0,0,1,0,1,False,False,False,False,False,True
5.7,4.59018485078813,1.1098151492118697,0,0,1,0,0,0,0,False,False,False,False,True,False
6.0,5.96527335151726,0.03472664848274043,0,0,0,0,0,0,1,True,False,False,False,False,False
7.48,7.0726291083044135,0.40737089169558693,0,0,1,1,0,0,1,True,False,False,False,False,False
6.87,6.876848613407032,0.0068486134070315785,0,1,1,1,0,0,0,False,False,False,False,False,True
5.86,6.770233673264417,0.9102336732644165,1,0,1,0,0,0,0,False,False,False,False,False,True
6.55,6.733572297964298,0.18357229796429841,1,0,0,0,1,0,0,False,False,False,False,False,True
6.91,6.221052716430758,0.6889472835692425,1,0,0,0,0,0,0,False,False,False,True,False,False
6.03,6.328946175221425,0.29894617522142486,0,0,1,1,0,0,0,False,False,False,False,True,False
6.73,6.241773323062156,0.4882266769378445,1,0,1,0,0,0,0,False,False,False,True,False,False
6.55,6.856181683931563,0.3061816839315634,1,1,0,0,0,0,0,False,False,False,False,False,True
5.7,5.919097156748837,0.21909715674883667,0,1,0,0,0,0,1,False,False,False,True,False,False
6.27,6.2368887727763465,0.03311122722365312,0,0,1,0,0,0,1,False,False,False,False,False,True
7.17,7.197433652569789,0.02743365256978869,1,1,0,0,0,1,0,False,False,False,False,False,True
5.54,6.429289839670653,0.8892898396706528,1,0,0,0,0,0,1,False,False,False,False,False,True
7.38,7.4551928498599915,0.07519284985999164,1,1,1,1,0,1,0,False,False,False,False,False,True
4.6,5.853559793481399,1.2535597934813998,1,0,0,0,0,0,0,True,False,False,False,False,False
5.63,5.611827149947693,0.01817285005230662,1,0,0,0,1,0,1,False,False,False,True,False,False
6.54,6.715452182114178,0.1754521821141779,1,0,1,1,1,0,1,False,False,False,True,False,False
7.21,7.233797588062332,0.02379758806233223,0,0,0,1,1,0,0,False,False,False,True,False,False
6.67,6.730663450636844,0.060663450636844196,1,0,0,0,0,0,1,False,False,False,False,False,True
8.39,8.184412512419867,0.205587487580134,0,0,1,1,0,0,0,False,False,False,False,False,True
7.04,6.927406138191112,0.11259386180888775,1,1,0,1,0,0,0,False,False,False,False,False,True
4.69,5.4040106326170925,0.7140106326170921,1,0,0,0,1,0,1,False,False,False,True,False,False
7.76,7.249709180342192,0.5102908196578078,1,1,1,0,1,0,1,False,False,False,False,False,True
7.04,7.374292072192117,0.33429207219211676,1,1,1,0,0,0,0,False,False,False,False,False,True
6.59,6.084817567093188,0.5051824329068122,0,1,1,0,0,0,0,False,False,False,False,False,True
3.5,4.558800875556192,1.0588008755561917,0,0,0,0,0,1,0,True,False,False,False,False,False
6.42,6.6454983243804016,0.22549832438040163,0,0,1,1,0,0,0,True,False,False,False,False,False
6.06,6.048844427593214,0.011155572406785552,0,1,0,1,0,0,0,True,False,False,False,False,False
7.13,6.4114415404303,0.7185584595697003,0,0,1,0,0,0,0,False,False,False,False,False,True
5.38,5.506665529092505,0.12666552909250495,0,1,1,0,0,0,1,True,False,False,False,False,False
7.62,7.650615659616207,0.030615659616207047,1,0,0,0,0,1,0,True,False,False,False,False,False
7.06,7.083415943570561,0.023415943570561204,0,1,1,0,0,0,0,False,False,False,False,False,True
6.23,6.401092654335923,0.17109265433592213,0,0,0,0,0,0,0,False,False,False,False,False,True
6.38,6.653270320855619,0.27327032085561953,0,0,0,1,1,0,0,False,False,False,False,False,True
7.43,7.184802368772035,0.24519763122796512,0,0,0,0,0,0,0,False,False,False,False,True,False
6.36,7.139308080241078,0.7793080802410781,1,0,0,1,1,0,0,True,False,False,False,False,False
4.74,5.889176610545272,1.1491766105452719,1,0,0,0,0,0,1,True,False,False,False,False,False
7.02,7.0580301196962125,0.03803011969621295,0,0,1,1,0,0,0,False,False,False,False,False,True
6.14,6.051936578107191,0.08806342189280869,0,0,0,0,0,0,1,False,False,False,True,False,False
6.8,6.544945538487437,0.2550544615125627,0,0,1,0,0,0,0,False,False,False,False,False,True
5.07,5.631506837019387,0.5615068370193868,0,1,1,0,0,0,1,False,False,False,True,False,False
5.24,5.400401413747,0.16040141374699957,1,0,1,0,0,0,0,True,False,False,False,False,False
6.49,6.9051417370834205,0.4151417370834203,0,1,1,0,0,0,0,False,False,False,True,False,False
7.59,7.436636227384868,0.15336377261513157,1,1,0,1,0,0,0,False,False,False,False,False,True
7.05,6.653560185579852,0.3964398144201482,0,1,1,0,0,0,1,False,False,False,False,True,False
6.78,6.461022096386274,0.31897790361372635,0,1,1,0,0,0,0,True,False,False,False,False,False
6.65,6.148118196898215,0.5018818031017851,0,0,0,0,0,0,0,True,False,False,False,False,False
6.27,6.84002821408843,0.5700282140884303,1,0,1,0,1,0,0,False,False,False,False,True,False
7.43,7.108470141704564,0.32152985829543557,1,1,1,0,0,0,1,True,False,False,False,False,False
5.86,5.979788809013098,0.11978880901309807,0,0,0,0,0,0,1,False,False,False,True,False,False
8.33,6.812179596448343,1.5178204035516574,0,0,0,1,0,0,1,False,False,False,True,False,False
6.44,6.291872529469971,0.14812747053002973,1,0,0,0,1,0,0,False,False,False,False,True,False
7.0,6.326951403663814,0.6730485963361863,0,0,1,0,0,0,0,False,False,False,False,True,False
7.56,7.00812652491662,0.5518734750833794,0,0,0,1,1,0,0,True,False,False,False,False,False
6.21,6.065594598896408,0.144405401103592,0,1,1,0,0,0,0,False,False,False,True,False,False
7.39,7.75282926179924,0.3628292617992406,1,0,0,0,0,0,0,True,False,False,False,False,False
6.56,5.832559151251822,0.727440848748178,1,0,0,0,1,0,0,False,False,False,True,False,False
6.82,6.946060038248246,0.1260600382482453,0,1,1,1,0,0,0,False,False,False,True,False,False
7.6,7.781210252661777,0.18121025266177693,0,0,0,0,1,1,0,True,False,False,False,False,False
6.88,6.891808609862238,0.011808609862238306,0,0,1,1,0,0,1,False,False,False,False,False,True
6.35,6.217346167124613,0.1326538328753868,0,0,0,1,0,0,0,True,False,False,False,False,False
6.04,6.408334516193085,0.36833451619308466,0,0,1,1,0,0,0,False,False,False,False,True,False
5.61,6.126895580554546,0.5168955805545457,0,0,0,1,0,0,0,False,False,False,True,False,False
8.16,7.518111669113722,0.6418883308862782,1,1,1,0,0,0,0,False,False,False,True,False,False
6.89,7.113640364387016,0.22364036438701618,1,0,1,0,1,0,0,False,False,False,True,False,False
7.41,6.514844094099101,0.8951559059008991,0,0,1,0,0,0,0,False,False,False,False,False,True
6.86,6.716400268935899,0.14359973106410173,0,0,1,1,0,0,0,False,False,False,False,True,False
4.17,5.188952655392577,1.0189526553925772,0,0,1,0,0,0,0,False,False,True,False,False,False
6.67,6.392422484264722,0.27757751573527756,0,0,1,0,0,0,0,False,False,False,True,False,False
6.28,7.311120598619469,1.0311205986194691,1,1,1,0,0,0,0,True,False,False,False,False,False
6.6,6.601174397597511,0.0011743975975111454,1,0,0,0,0,0,0,False,False,False,False,False,True
5.69,6.42947972894874,0.7394797289487398,0,1,1,0,0,0,1,False,False,False,False,False,True
4.92,5.472223079858935,0.5522230798589352,0,0,0,0,0,1,0,True,False,False,False,False,False
6.56,7.027521694424687,0.46752169442468716,1,0,0,0,1,0,0,False,False,False,False,False,True
6.74,6.465552989081,0.27444701091900026,0,0,0,1,0,0,0,True,False,False,False,False,False
7.63,7.097080978688606,0.5329190213113941,0,0,1,0,0,0,0,False,False,False,False,True,False
4.09,4.201330337766183,0.11133033776618273,0,0,0,0,0,0,1,False,True,False,False,False,False
7.52,7.883923111313917,0.36392311131391786,1,1,0,1,0,1,0,False,False,False,False,False,True
7.21,7.544165712256396,0.3341657122563957,1,1,1,0,0,0,1,False,False,False,False,False,True
4.35,5.707831674180402,1.3578316741804022,1,0,0,0,0,0,0,True,False,False,False,False,False
5.49,5.224819650387229,0.2651803496127716,1,0,0,0,0,0,0,True,False,False,False,False,False
5.99,6.3041350605258435,0.3141350605258433,0,0,0,0,0,0,1,False,False,False,True,False,False
3.7,4.89031390483004,1.19031390483004,0,0,0,0,0,0,0,False,True,False,False,False,False
7.4,6.700530493689374,0.699469506310626,1,0,1,0,1,0,0,False,False,False,True,False,False
6.58,7.1070214938015415,0.5270214938015414,1,1,0,0,0,0,0,False,False,False,False,True,False
7.22,7.155616379978433,0.06438362002156683,1,0,1,0,0,0,0,False,False,False,False,False,True
8.15,7.455484549982471,0.694515450017529,1,0,1,0,0,0,0,False,False,False,False,True,False
7.52,7.638348185016326,0.11834818501632682,0,0,1,0,0,0,0,False,False,False,False,False,True
7.16,6.6907778831420535,0.4692221168579467,0,1,0,1,0,0,0,False,False,False,False,False,True
6.47610799251537,6.630884158768183,0.15477616625281243,0,1,1,1,0,0,0,False,False,False,False,False,True
6.3,4.670089297846179,1.629910702153821,0,0,0,0,0,0,1,False,False,False,False,True,False
6.73,6.75546648120566,0.025466481205659974,0,0,1,0,0,0,0,False,False,False,False,True,False
6.78,6.222600634454378,0.5573993655456224,0,0,1,0,0,0,0,False,False,True,False,False,False
6.76,7.216111461367735,0.45611146136773506,0,0,1,0,0,0,0,False,False,True,False,False,False
5.75,5.4260336444602215,0.3239663555397785,0,0,1,0,0,0,0,False,False,False,False,True,False
7.33,7.027095384713886,0.30290461528611434,1,1,1,0,0,0,1,True,False,False,False,False,False
6.12,5.34188464205206,0.7781153579479403,0,0,1,0,0,0,0,False,False,True,False,False,False
7.33,6.883546602150019,0.4464533978499814,0,0,0,0,0,0,0,False,True,False,False,False,False
6.17,6.25282806142811,0.08282806142810983,0,0,0,0,0,0,0,False,True,False,False,False,False
6.93,6.89121160752849,0.03878839247150978,0,0,0,1,0,0,0,False,False,False,False,False,True
6.2,6.657996834912758,0.4579968349127581,0,0,1,1,0,0,1,False,False,False,False,True,False
5.27,5.80488588434746,0.5348858843474602,0,0,0,1,0,0,0,False,False,False,True,False,False
7.52,7.571603344961856,0.05160334496185648,1,1,1,1,0,0,0,False,False,False,False,False,True
6.89,7.032531276443578,0.14253127644357821,0,0,1,0,0,0,0,False,False,False,False,True,False
5.83,4.986265587831404,0.8437344121685957,0,0,0,0,0,0,1,False,True,False,False,False,False
7.68,7.183968360806537,0.49603163919346294,1,1,1,1,0,0,1,False,False,False,True,False,False
6.96,7.122630963562151,0.162630963562151,0,0,1,0,0,0,1,True,False,False,False,False,False
7.29,7.098401673712395,0.19159832628760487,1,0,0,0,0,0,0,False,False,False,True,False,False
6.84,6.909623203877261,0.06962320387726084,1,0,0,0,0,0,0,False,False,False,False,False,True
6.2,6.56598978506822,0.3659897850682201,0,1,1,1,0,0,1,False,False,False,True,False,False
3.59,4.465621696182135,0.8756216961821348,0,0,1,0,0,0,0,False,False,True,False,False,False
6.69,6.467754373046992,0.22224562695300865,1,0,0,0,1,0,0,False,False,False,True,False,False
8.27,8.007444767899699,0.26255523210030063,0,1,0,1,1,1,0,False,False,False,False,False,True
5.79,5.690924636783108,0.09907536321689214,0,0,0,0,0,0,0,False,True,False,False,False,False
5.9,5.7653895249882305,0.13461047501176981,0,0,0,0,0,0,1,False,False,False,True,False,False
8.68,7.86268670107466,0.81731329892534,1,0,1,0,0,0,0,False,False,False,False,False,True
6.75,6.735869898388077,0.014130101611923074,1,0,0,0,1,0,0,False,False,False,False,False,True
6.78,6.726908297480086,0.05309170251991446,0,0,0,0,0,0,0,False,True,False,False,False,False
6.66,6.722325998194245,0.062325998194245,0,0,0,0,0,0,1,False,False,False,True,False,False
8.1,7.70667842669647,0.39332157330352935,1,1,1,1,0,0,0,False,False,False,False,False,True
8.0,7.662611053823278,0.33738894617672166,0,1,1,1,0,0,0,False,False,False,True,False,False
7.42,7.054931626487297,0.3650683735127025,1,1,1,0,0,0,0,False,False,False,False,False,True
7.21,6.900849717706641,0.30915028229335917,0,0,0,0,0,0,1,False,False,False,True,False,False
5.84,5.250961274670422,0.5890387253295781,0,1,1,0,0,0,0,False,False,True,False,False,False
6.36,6.429781706831228,0.06978170683122809,0,0,0,0,0,0,1,False,False,False,True,False,False
5.62,6.496520409019831,0.8765204090198306,0,0,0,1,0,0,1,False,False,False,True,False,False
5.4,5.6285163244609215,0.22851632446092118,1,0,0,0,0,0,0,True,False,False,False,False,False
4.0,6.071777703268853,2.071777703268853,0,0,1,0,0,0,0,False,False,False,False,True,False
6.2,6.76785644462868,0.5678564446286796,0,0,0,1,0,0,1,False,False,False,True,False,False
5.98,6.221332040439953,0.2413320404399526,0,0,0,0,0,0,1,False,False,False,True,False,False
7.23,6.109419545545578,1.120580454454422,1,1,0,0,0,0,0,True,False,False,False,False,False
4.26,4.44214091032228,0.1821409103222802,0,0,0,0,0,0,1,True,False,False,False,False,False
7.12,7.40147972877018,0.28147972877018024,0,0,0,1,1,0,0,False,False,False,True,False,False
6.61,5.981343180233868,0.6286568197661326,0,1,1,0,0,0,1,False,False,False,False,False,True
6.62,6.686299642380096,0.06629964238009567,1,1,0,1,0,0,0,False,False,False,False,True,False
5.62,5.813152843084091,0.19315284308409097,1,1,0,0,0,0,1,False,False,False,True,False,False
